,top1,top2,top5,top7,top10,acc,r_loss
0/epoch:8/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.603465184700883,12.111801242236025,30.85975809087937,41.222621771820855,54.3314808761033,0.5518057713347404,0.4783274469330938
0/epoch:9/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,7.044785877737823,15.315462569467146,34.455704478587776,43.984962406015036,56.7832625040863,0.5763799234511866,0.45364108482099585
0/epoch:1/set:val/distance:<function eu_distance at 0x7f701f183140>,4.09892374627891,10.258758873368444,27.20403022670025,44.19509961071674,62.90359514540875,0.5629033381901836,0.46528247875987466
0/epoch:2/set:val/distance:<function eu_distance at 0x7f701f183140>,4.96908632928784,11.060224410350354,25.784291275475155,37.897870391573164,61.758644378291734,0.5520687238632846,0.4766745725366618
0/epoch:3/set:val/distance:<function eu_distance at 0x7f701f183140>,4.4653079917563545,9.640485459125257,27.547515456835356,41.69910693840165,58.94206549118388,0.5497930457575547,0.47894106513903123
0/epoch:4/set:val/distance:<function eu_distance at 0x7f701f183140>,4.785894206549118,10.396152965422488,27.662010533547058,42.134188229906115,60.45340050377834,0.5537871279438238,0.47471198852721
0/epoch:5/set:val/distance:<function eu_distance at 0x7f701f183140>,5.610258758873369,10.052667735287383,26.952141057934508,39.661094572933365,56.30867872681475,0.5475502134650106,0.4810431159728481
0/epoch:6/set:val/distance:<function eu_distance at 0x7f701f183140>,4.488207007098695,9.205404167620792,25.166017861231968,42.59216853675292,62.56010991527364,0.5566873972363818,0.47156274017068867
0/epoch:7/set:val/distance:<function eu_distance at 0x7f701f183140>,4.4195099610716735,10.510648042134187,30.593084497366615,42.45477444469888,60.361804442408975,0.5562204038226558,0.47214774205878346
0/epoch:8/set:val/distance:<function eu_distance at 0x7f701f183140>,4.396610945729334,9.113808106251431,27.112434165330892,42.72956262880696,58.69017632241814,0.5541187581031016,0.47430017548510184
0/epoch:9/set:val/distance:<function eu_distance at 0x7f701f183140>,4.579803068468056,10.281657888710786,28.142889855736204,43.00435081291504,59.33134875200366,0.5538379665143861,0.4746140468235389
0/epoch:1/set:test/distance:<function eu_distance at 0x7f701f183140>,4.445897352075842,11.163779012749265,33.099051977770515,42.4812030075188,52.41909120627656,0.5547434227493295,0.46821621382788
0/epoch:2/set:test/distance:<function eu_distance at 0x7f701f183140>,3.9882314481856818,9.741745668519124,28.39163125204315,40.307289964040535,51.86335403726708,0.5392662210178981,0.48502687565556224
0/epoch:3/set:test/distance:<function eu_distance at 0x7f701f183140>,3.7920889179470416,9.202353710362864,28.22817914351095,38.73814972213142,49.21542987904544,0.5375497829411482,0.4861636911365439
0/epoch:4/set:test/distance:<function eu_distance at 0x7f701f183140>,4.380516508662962,9.643674403399803,25.62929061784897,33.91631252043151,47.2213141549526,0.5261037638976145,0.4983803878149856
0/epoch:5/set:test/distance:<function eu_distance at 0x7f701f183140>,4.102647924158221,11.114743380189605,29.241582216410592,40.20921869892122,49.182739457339,0.5472823821965662,0.4764515454220281
0/epoch:6/set:test/distance:<function eu_distance at 0x7f701f183140>,3.3834586466165413,8.483164432821184,26.44655116050997,37.119973847662635,47.76070611310886,0.5227550001661915,0.5024054033336158
0/epoch:7/set:test/distance:<function eu_distance at 0x7f701f183140>,5.017979731938542,9.480222294867604,25.64563582870219,35.32200065380844,48.25106243870546,0.5316108810012039,0.49334888377529834
0/epoch:8/set:test/distance:<function eu_distance at 0x7f701f183140>,6.717881660673423,11.654135338345865,29.650212487741094,38.91794704151683,48.10395554102648,0.5407995028995098,0.48372579361375784
0/epoch:9/set:test/distance:<function eu_distance at 0x7f701f183140>,5.688133376920562,13.272311212814646,25.97254004576659,38.296829029094475,48.10395554102648,0.5356011767997667,0.48919010201611784
1/epoch:1/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,4.399367755532139,9.088514225500527,22.602739726027398,30.347734457323497,39.59430979978925,0.46050928464714325,0.5673699163550016
1/epoch:2/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,7.244467860906217,16.701791359325608,37.77660695468914,46.28556375131718,54.45205479452055,0.5711332041109144,0.4511985099913044
1/epoch:3/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,13.909378292939937,23.2086406743941,42.465753424657535,49.552160168598526,58.37723919915701,0.5939844163011203,0.42692137679752523
1/epoch:4/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,15.489989462592202,26.685985247629084,43.967334035827186,51.633298208640674,60.432033719704954,0.6134689962307617,0.40658923851061685
1/epoch:5/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,15.779768177028451,24.65753424657534,40.77976817702845,48.050579557428875,57.639620653319284,0.5910996576625964,0.43009957574773094
1/epoch:6/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,15.516332982086407,25.684931506849313,40.911485774499475,48.86722866174921,59.11485774499473,0.6125007528295969,0.40759350120605076
1/epoch:7/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,9.141201264488936,16.807165437302423,30.84826132771338,37.90832455216017,48.10326659641728,0.5526032710547691,0.4698707122887051
1/epoch:8/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,7.639620653319284,15.042149631190727,30.742887249736565,36.59114857744995,46.20653319283456,0.5329397128907087,0.49015357604681287
1/epoch:9/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,9.668071654373025,17.80821917808219,36.95995785036881,45.44257112750263,55.84826132771338,0.5915507083296991,0.42921899544526837
1/epoch:1/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,6.463707258548291,12.88242351529694,30.03149370125975,41.406718656268744,55.71385722855429,0.549337414661408,0.47898226811846023
1/epoch:2/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,6.31373725254949,12.260047990401919,30.293941211757648,39.434613077384526,53.899220155968806,0.5406395345273057,0.4876164664579534
1/epoch:3/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,6.23125374925015,12.10257948410318,29.739052189562088,39.94451109778044,55.241451709658065,0.5465528884719034,0.4811083965001406
1/epoch:4/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,5.991301739652069,12.267546490701859,29.439112177564486,40.00449910017996,53.771745650869825,0.5441826806065391,0.4838280922172804
1/epoch:5/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,5.556388722255549,12.38002399520096,29.94901019796041,40.47690461907619,53.32933413317337,0.5424758364552468,0.48547419638606437
1/epoch:6/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,5.661367726454709,12.267546490701859,28.591781643671265,38.83473305338932,52.751949610077986,0.5389898116321833,0.48888185193243944
1/epoch:7/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,5.113977204559088,12.52249550089982,27.579484103179364,37.45500899820036,50.30743851229754,0.5198333301573266,0.5091855668155111
1/epoch:8/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,4.8590281943611275,10.437912417516497,26.904619076184762,38.18986202759448,52.60947810437912,0.5374382038390929,0.4919306020263537
1/epoch:9/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,5.106478704259148,10.670365926814638,26.97210557888422,37.29754049190162,50.25494901019796,0.5278964271872928,0.5015836439833351
1/epoch:1/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,5.584826132771338,12.32876712328767,32.85036880927292,43.99367755532139,56.61222339304531,0.5615923835481456,0.4616909896276255
1/epoch:2/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,6.1380400421496315,11.538461538461538,31.348788198103268,48.63013698630137,60.06322444678609,0.5813892115103579,0.44138215851765106
1/epoch:3/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,7.007376185458377,12.460484720758693,29.82086406743941,42.22866174920969,57.903055848261324,0.5796324485106721,0.443530878221194
1/epoch:4/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,6.401475237091676,11.643835616438356,27.950474183350895,38.382507903055846,54.531085353003164,0.5508127554066331,0.4747768667250794
1/epoch:5/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,5.374077976817703,11.06427818756586,24.94731296101159,36.16965226554267,50.31612223393045,0.5433795132857445,0.4835021283421617
1/epoch:6/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,6.4278187565858795,12.32876712328767,28.50368809272919,41.016859852476294,58.9304531085353,0.577528403279787,0.44742468011106074
1/epoch:7/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,7.060063224446786,13.27713382507903,30.42676501580611,47.52370916754479,61.3013698630137,0.6004770683516076,0.4237366755133654
1/epoch:8/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,6.164383561643835,13.198103266596418,28.477344573234983,39.75237091675448,58.48261327713382,0.5827721428319805,0.4419167910353528
1/epoch:9/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,5.242360379346681,12.302423603793466,29.373024236037935,39.38356164383562,54.794520547945204,0.5812001440360269,0.4442626528967761
1/epoch:1/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.786142771445711,14.044691061787642,29.941511697660466,40.394421115776844,53.00689862027595,0.54175073154811,0.4879391535641476
1/epoch:2/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.516196760647871,12.88242351529694,28.614277144571087,39.344631073785244,53.04439112177565,0.541476898131213,0.48972564119448364
1/epoch:3/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.58368326334733,12.54499100179964,28.201859628074384,38.984703059388124,51.514697060587885,0.535150717748409,0.4972897959700189
1/epoch:4/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.20875824835033,12.13257348530294,27.609478104379125,38.40731853629274,50.94481103779244,0.5270949751047181,0.5061414168143001
1/epoch:5/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.42621475704859,11.450209958008399,26.499700059988,37.07258548290342,48.9877024595081,0.5075785390965339,0.5277215039561179
1/epoch:6/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.6361727654469105,12.30503899220156,27.624475104979005,38.45230953809238,49.3251349730054,0.519407708978943,0.5156187540003715
1/epoch:7/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,6.808638272345531,12.37252549490102,28.209358128374326,38.3248350329934,50.53989202159568,0.5237040223737824,0.5111368552657388
1/epoch:8/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,7.333533293341332,12.66496700659868,28.081883623275345,38.332333533293344,50.0374925014997,0.5227476477633267,0.513067098503292
1/epoch:9/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,7.251049790041992,12.5,28.029394121175766,37.78494301139772,49.95500899820036,0.5142221666423005,0.5227185457379327
1/epoch:1/set:val/distance:<function eu_distance at 0x7f701f183140>,35.06322444678609,47.181243414120125,57.69230769230769,64.17281348788198,72.07586933614331,0.7415920926722032,0.2721196486810804
1/epoch:2/set:val/distance:<function eu_distance at 0x7f701f183140>,13.98840885142255,34.87881981032666,55.24236037934668,63.540569020021074,72.73445732349842,0.7169147791043805,0.2987674621883302
1/epoch:3/set:val/distance:<function eu_distance at 0x7f701f183140>,13.27713382507903,24.789251844046365,53.187565858798735,64.06743940990516,72.20758693361434,0.7037858286290637,0.3125320728583491
1/epoch:4/set:val/distance:<function eu_distance at 0x7f701f183140>,7.033719704952581,20.8377239199157,46.20653319283456,63.30347734457324,72.18124341412013,0.6820036229494282,0.3359513345399279
1/epoch:5/set:val/distance:<function eu_distance at 0x7f701f183140>,3.0031612223393047,9.088514225500527,44.15173867228662,60.66912539515279,71.15384615384616,0.6644339538665767,0.3543109369940327
1/epoch:6/set:val/distance:<function eu_distance at 0x7f701f183140>,8.825079030558483,16.25395152792413,38.329820864067436,53.66174920969441,70.2581664910432,0.6551238964568984,0.363365589934721
1/epoch:7/set:val/distance:<function eu_distance at 0x7f701f183140>,4.610115911485774,12.829293993677556,37.17070600632245,48.28767123287671,69.20442571127502,0.6381771255295023,0.3812849391359005
1/epoch:8/set:val/distance:<function eu_distance at 0x7f701f183140>,5.453108535300316,21.68071654373024,38.35616438356164,47.47102212855638,66.83350895679663,0.6467213504708297,0.3717802288238308
1/epoch:9/set:val/distance:<function eu_distance at 0x7f701f183140>,2.713382507903056,7.929399367755532,30.690200210748156,42.887249736564804,56.66491043203372,0.5902100271298002,0.4320050522028903
1/epoch:1/set:test/distance:<function eu_distance at 0x7f701f183140>,6.868626274745051,15.926814637072585,33.64577084583083,43.08638272345531,57.26604679064187,0.5643898630141834,0.46269119065084574
1/epoch:2/set:test/distance:<function eu_distance at 0x7f701f183140>,8.060887822435513,13.44481103779244,27.526994601079785,38.30233953209358,50.31493701259748,0.5356543277655094,0.49420166323799425
1/epoch:3/set:test/distance:<function eu_distance at 0x7f701f183140>,5.083983203359328,11.300239952009598,29.499100179964007,41.09928014397121,52.991901619676064,0.5466447863228828,0.48179084496449404
1/epoch:4/set:test/distance:<function eu_distance at 0x7f701f183140>,4.506598680263947,10.220455908818236,26.852129574085183,36.84013197360528,49.1001799640072,0.5316982803816157,0.4980587440273346
1/epoch:5/set:test/distance:<function eu_distance at 0x7f701f183140>,3.6592681463707257,9.590581883623276,27.766946610677863,37.80743851229754,49.5875824835033,0.5329063154298934,0.49663946601469416
1/epoch:6/set:test/distance:<function eu_distance at 0x7f701f183140>,4.529094181163767,9.650569886022796,26.342231553689263,39.239652069586086,54.026694661067786,0.5438591593350963,0.48420041492242094
1/epoch:7/set:test/distance:<function eu_distance at 0x7f701f183140>,4.746550689862028,9.613077384523095,27.332033593281345,39.9745050989802,52.32453509298141,0.5451462771267179,0.4834324393619941
1/epoch:8/set:test/distance:<function eu_distance at 0x7f701f183140>,4.529094181163767,9.433113377324535,26.462207558488302,38.594781043791244,51.972105578884225,0.5402720716496326,0.48887319401396284
1/epoch:9/set:test/distance:<function eu_distance at 0x7f701f183140>,3.816736652669466,8.368326334733053,27.077084583083384,38.6997600479904,52.129574085182966,0.535512853351776,0.49426769264974024
2/epoch:1/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,5.277777777777778,11.444444444444445,27.02777777777778,36.111111111111114,48.111111111111114,0.5204444161970687,0.5063093546876475
2/epoch:2/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,6.805555555555555,12.38888888888889,27.47222222222222,38.916666666666664,50.55555555555556,0.5403909265092491,0.4852446767837764
2/epoch:3/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,6.333333333333333,12.916666666666666,28.694444444444443,39.97222222222222,52.75,0.5614823046657597,0.46258835987281055
2/epoch:4/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,6.833333333333333,13.083333333333334,30.916666666666668,40.55555555555556,53.94444444444444,0.5707557654828403,0.45293525067644735
2/epoch:5/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,7.694444444444445,14.444444444444445,32.69444444444444,42.72222222222222,55.47222222222222,0.5796162012353361,0.4439002577973534
2/epoch:6/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,6.638888888888889,13.833333333333334,32.47222222222222,41.666666666666664,52.638888888888886,0.5712745439434567,0.45278036258954774
2/epoch:7/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,6.583333333333333,13.166666666666666,32.111111111111114,41.80555555555556,52.666666666666664,0.5652140979119994,0.45913924320890914
2/epoch:8/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,7.361111111111111,13.88888888888889,32.611111111111114,42.138888888888886,53.361111111111114,0.5727851535878987,0.4511760214870215
2/epoch:9/set:val/distance:<function pearson_sim at 0x7f701f1dded8>,6.194444444444445,12.5,31.666666666666668,40.72222222222222,52.77777777777778,0.5599567889843136,0.46408882910513904
2/epoch:1/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,5.871195792740753,11.500991464781446,29.450814725407362,39.91723424433141,52.590740581084575,0.534350158673379,0.4940946151906296
2/epoch:2/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,6.836796275540995,12.363134752995949,29.92499353392534,41.77946374687473,53.64255539270627,0.5470816863359151,0.48038375415219003
2/epoch:3/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,7.198896456591085,13.4839210276748,30.856108285197,42.48642124321062,54.978877489438744,0.5624027484284184,0.4643539240609333
2/epoch:4/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,7.095439262005345,13.423570997499784,32.20105181481162,42.67609276661781,55.20303474437451,0.5683160258702457,0.45788387743799125
2/epoch:5/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,7.483403741701871,14.854728855935857,33.890852659712046,44.27967928269678,56.375549616346234,0.5750013591287331,0.4507566823467955
2/epoch:6/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,7.267867919648245,14.13914992671782,34.10638848176567,43.408914561600135,54.754720234502976,0.5710820798443559,0.4550326683483971
2/epoch:7/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,6.72471764807311,13.27700663850332,32.77006638503319,43.28821450125011,54.84955599620657,0.5649057912486463,0.4617737208563848
2/epoch:8/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,7.3885679799982755,14.13914992671782,33.20975946202259,43.52099318906802,55.41857056642814,0.570895409450364,0.4552865457448227
2/epoch:9/set:test/distance:<function pearson_sim at 0x7f701f1dded8>,6.9143891714803,13.182170876799724,33.770152599362014,43.460643158893006,55.29787050607811,0.564207232166289,0.46203118034164864
2/epoch:1/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,7.333333333333333,13.86111111111111,32.52777777777778,42.75,54.72222222222222,0.5796767587780024,0.4465413149396913
2/epoch:2/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,9.0,14.972222222222221,33.69444444444444,43.666666666666664,54.52777777777778,0.5884730037947208,0.4385200972860293
2/epoch:3/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,9.222222222222221,14.88888888888889,34.111111111111114,43.916666666666664,54.666666666666664,0.5924007594511388,0.43546257728834725
2/epoch:4/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,8.88888888888889,14.63888888888889,34.611111111111114,43.77777777777778,54.638888888888886,0.5912085081990952,0.4372869216874194
2/epoch:5/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,8.944444444444445,14.583333333333334,34.22222222222222,43.52777777777778,54.72222222222222,0.5907772343366814,0.43865807769021437
2/epoch:6/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,9.055555555555555,14.666666666666666,33.77777777777778,43.666666666666664,54.05555555555556,0.5889956421824112,0.44017992191666255
2/epoch:7/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,8.805555555555555,14.805555555555555,33.833333333333336,43.25,53.72222222222222,0.5870151173457643,0.44307321678243633
2/epoch:8/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,8.694444444444445,14.75,33.97222222222222,43.52777777777778,53.94444444444444,0.5875764411744459,0.4424146915494088
2/epoch:9/set:val/distance:<function cosine_distance at 0x7f701f1ddf50>,8.25,14.61111111111111,34.25,43.638888888888886,54.05555555555556,0.5884176401775371,0.44194091078991093
2/epoch:1/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,7.13854642641607,13.837399775842744,32.45969480127597,42.9606000517286,54.71161307009225,0.5625720685436235,0.4674853418861984
2/epoch:2/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,8.311061298387791,14.966807483403741,33.59772394171912,43.77101474265023,55.02198465384947,0.5703621427159241,0.46042026576194184
2/epoch:3/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,8.354168462798517,15.009914647814467,33.73566686783344,43.94344340029313,55.42719199931029,0.5731012213100533,0.45843668223982403
2/epoch:4/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,8.224846969566341,14.699543064057247,33.74428830071558,43.52961462195017,55.51340632813174,0.5719083316890481,0.46073205022913083
2/epoch:5/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,8.207604103802051,14.647814466764377,33.64945253901198,43.79687904129666,55.53927062677817,0.5728324565239477,0.46009119637957724
2/epoch:6/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,8.242089835330631,14.613328735235797,33.67531683765842,43.7279075782395,55.254763341667385,0.5720663665815692,0.4613870429748818
2/epoch:7/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,8.138632640744891,14.759893094232261,33.34770238813691,43.51237175618588,55.099577549788776,0.5714650633301236,0.46269193251522245
2/epoch:8/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,7.836882489869816,14.699543064057247,33.49426674713337,43.762393309768086,55.20303474437451,0.5715793307784293,0.4627729765379948
2/epoch:9/set:test/distance:<function cosine_distance at 0x7f701f1ddf50>,7.4058108457625655,14.647814466764377,33.91671695835848,43.60720751788947,55.22027761013881,0.5720815539044041,0.4626918423745257
2/epoch:1/set:val/distance:<function eu_distance at 0x7f701f183140>,8.972222222222221,14.055555555555555,32.916666666666664,43.30555555555556,53.861111111111114,0.5780995962293118,0.445514239007801
2/epoch:2/set:val/distance:<function eu_distance at 0x7f701f183140>,7.888888888888889,13.666666666666666,28.305555555555557,38.583333333333336,52.333333333333336,0.542065130772307,0.48378412530727566
2/epoch:3/set:val/distance:<function eu_distance at 0x7f701f183140>,7.055555555555555,12.055555555555555,28.86111111111111,39.97222222222222,53.5,0.5462563892305339,0.47993245909633697
